"","cars.price_daily","cars.car_photo","cars.price_weekly","cars.make","cars.dedicated_parking","cars.price_hourly","cars.longitude","cars.car_name","cars.year","cars.latitude","cars.timezone","cars.carkit_enabled","cars.car_id","cars.model","cars.distance"
"1","170.00","https://www.getaround.com/images_server/blob/AMIfv97N-Te5y1URXnIQHPLeSKP2WRKF92IRJcFiCJS7fBTtkYQ6Treipm-E8q-KEUgvRk3BoT-pt4Xriuv-LkajsXbNgCb4nByjFXjRIXcEoDV6ARbeciDVRx4UjSNXQVqUcsR3LW_ZszCQ26W6MeqOzQIZr-b2uQ","0.00","toyota",TRUE,"17.00",-122.4440332,"samtruck","2013",37.7723168,"America/Los_Angeles",TRUE,"100004043321185","tacoma",0.0420545433082464
"2","55.00","https://www.getaround.com/images_server/blob/AMIfv97jvHa-YPRItzNFX-b-KxYnxatdsmqJWNTK721aT_Xm-IUMwIu6nD3mdPKypMIvwenA_l7T-BJZwq0VH0SXStydowREbGtP2Yf_4v3pPpOP5kXMFzmAMJ0LDs8zAwEk4Xe76mG-H-pc7qpKm3i5wu2l-9-jig","330.00","smart",FALSE,"5.50",-122.443336,"smartdj2","2012",37.771205,"America/Los_Angeles",TRUE,"100005342371185","fortwo",0.046745221838165
"3","90.00","https://www.getaround.com/images_server/blob/AMIfv94O2NTbDRS2mMl9M0yau48J8vKsWBG88eUZyxg-TXm14pVjahwUvD7haWWdLQYC8HmpsXh5u0BjOEM44rINE7bVCdgOemI0Cpe3h9GTl1qpElWoVaAXz6PZ142zoAJNeCsU7BCR_EOhGhGYeEyqIaOUsmN92Q","0.00","toyota",TRUE,"9.00",-122.445384,"SugarloafC","2015",37.771985,"America/Los_Angeles",TRUE,"100006246371185","prius",0.083516042525323
"4","90.00","https://www.getaround.com/images_server/blob/AMIfv95gUiN2XpFVGxGHyxrFOLYfLGrvNXYExdn4MvSOYK0P30zPrQ78D1varlHmBM48evw-cTtpkqPjc9M7waF37Nk_2E5OodPgm71Cz3K4xKJOpRCGShf-FppUoGw20xsEPNTwPx0Sz4cf4YXwJ4_7JaahHVoO9A","540.00","honda",FALSE,"9.00",-122.4419019,"JaneHonda2","2010",37.7708306,"America/Los_Angeles",TRUE,"100005035311186","civic",0.124886737672557
"5","77.50","https://www.getaround.com/images_server/blob/AMIfv96cxCBHchKfVF4nR2Ngw6O8Bu-bGPa6eYgyoTbdxDR9kwzlgXKWX3OLYbma4HpEhDPZ5JPRjJqG4jFIEPK-6spTH_QfkqMAwslPf6c0I2K3fzjK_RtGqpru8_H2Ttbu8ankLZz_7kvVmc_yOdTtk6IaW3_qRA","465.00","honda",FALSE,"7.75",-122.4452653,"CoupeMobile","2006",37.7731854,"America/Los_Angeles",TRUE,"100004554041188","civic",0.126092777217313
"6","85.00","https://www.getaround.com/images_server/blob/AMIfv95zI9R_MilO7jxEtDs6mMO45Kbwa7ssSU7_o7_WsJOAUIVRxfaj8lIebzOgThrXLC8DaxHMQzNPYtZBY5WxSlZ_89wZeeIr9_D08dSLTyN8Ujxpr3K9JuR5GXVu07LIixq8EWyATn6j_33AGIgxz1uBk69WxA","510.00","toyota",FALSE,"8.50",-122.4418284,"Prius50","2016",37.7708769,"America/Los_Angeles",TRUE,"100006375271187","prius",0.126900881036777
"7","120.00","https://www.getaround.com/images_server/blob/AMIfv96HXqeelwgE67RpjTMhELgXAhzY2PzlIhs8IDK1Cwd3YjqCtYti2z5TAzq45xgWs2uMbBDcl4gZivh5B0DkBfLzv1DLlZqzV4Gi9HtZrP8ZnV-uNhImbEO1tGcDOdfF1ehLM3ZFfMz6jJky_vdGVRNTs1aUxQ","720.00","audi",FALSE,"12.00",-122.443659,"Baldwin","2016",37.773579,"America/Los_Angeles",TRUE,"100005298791185","a3",0.129217687521379
"8","130.00","https://www.getaround.com/images_server/blob/AMIfv94_LkVXnaFl92FeCyQiQwHT7oK7q7U2rNUTLfq7NXJmzqlX0Bxkjze4mTD8G3CCcm8ZuE3bO5L7U1LUmrAlV3NT96qTnAh3c7kplzV_yf4jJ4u1oWxVFOQGPwBPo6xoOatxtJISJefd00m3purlQSgy9PDkrg","780.00","audi",TRUE,"13.00",-122.4453215,"tritonia","2015",37.7732522,"America/Los_Angeles",TRUE,"100004639961185","a3",0.13163055267416
"9","50.00","https://www.getaround.com/images_server/blob/AMIfv942uiMRuI0HUNSV_xAfQDvcYs70VXILE1vIF1WkM1E2Q9n4jY_YImBVp1JffJvBCWUJdx44I7MFrawKw_UR2FqmSkVMnhxdHxKBDThQE1y56i936jnrxlrzudVQIlmCA8QNAcyOr3Afsqv7Sco8OPeVI6hEWg","300.00","smart",FALSE,"5.00",-122.4413712,"smartcarted","2012",37.7718311,"America/Los_Angeles",TRUE,"100004850691188","fortwo",0.137981810742101
"10","120.00","https://www.getaround.com/images_server/blob/AMIfv94vWboOP1BOIc6buJDiYaAWKS6gY98eqgU3Th7gWUe-dzSG0ceBHT7JfTVkvu13isvu5B_WSPYHx_x2X34Qa_t7EbVWWgkVtvnW-ljvA6dMYPWnsXJp0oYlaXqnWPo6ywPGmEUioAz_VThvecRmq7BTTse1CQ","720.00","ford",TRUE,"12.00",-122.445952,"fordtrucksf","2008",37.7729719,"America/Los_Angeles",TRUE,"100004608021186","f-150",0.141978416744545
"11","80.00","https://www.getaround.com/images_server/blob/AMIfv96QxRMHpmhzqGgNtn0cy5qayKaNnkC1S2_QgZ7TBA6vDE2G5HdnjzZ_6f3Cdlx2O2OUOh4Z0TQonTVypLfGrN77if-td4Vxaz0CMP0pSviG1Hg8sFeyc65nXJYBRYUOZB9Z36DF3nsuFPRM1juvP8IciOplTQ","480.00","toyota",FALSE,"8.00",-122.441379,"Prius40","2016",37.771003,"America/Los_Angeles",TRUE,"100006370971185","prius",0.145968243256423
"12","50.00","https://www.getaround.com/images_server/blob/AMIfv96wJm45Mpmw_9MU-2I_TFsY2-desAgwK5PEXPL3Bf4OTDvgqHYeKEvKQDZawBEFSrzlrUWLKpMy3vup0EWcIMXbUxsG2YAXwo9bpvmHu1LecetMxSKlPPy0Hffb2T13N-Sa3uQpqsiDQCqpxKB1Velc5dYhKw","300.00","smart",FALSE,"5.00",-122.4412096,"smartcart","2013",37.771793,"America/Los_Angeles",TRUE,"100004442451185","fortwo",0.146680936430801
"13","90.00","https://www.getaround.com/images_server/blob/AMIfv96K-BqVnvJJMI13GHJ9F97jHSNHjA2V8PnctWzRRhU0dxZF2Cj43YuwtZKqkucymyMxChGT3ww5bVdCLJ8TN8UQePuNpOcdjhzDoOZx8SNxmUMupRDzPQ5l7EjPxmU5O7tGtbX4EvC-kd6AbkMi_-fLGMR_fg","0.00","mini",FALSE,"9.00",-122.446674,"SheldonMiniCooper","2013",37.771664,"America/Los_Angeles",TRUE,"100004940721185","cooper",0.15198023564918
"14","80.00","https://www.getaround.com/images_server/blob/AMIfv95qUe-WfOSZunVR9GyZuOxhAW4eifnHUs9s19T4__SX856Zd7f7oqsaCwP5fJ4Qgu3aVl6tp_cr1ao3Ay8DbW8ivYCbrd7eut_3_r1arN0wc2k3RSOeMLZZ9YbKBkJxRcmPp_ut8vBCeDVSLI8vogNm_ovzrg","480.00","toyota",FALSE,"8.00",-122.444838,"sfgetaround","2012",37.773864,"America/Los_Angeles",TRUE,"100005493381185","prius-c",0.157013167912127
"15","55.00","https://www.getaround.com/images_server/blob/AMIfv94sCCZY-4_ySqMbk-7a5E_3w5ZARUMzcukRzG9zlcApcS5Yxp3k9Xkk1lCTbJSoPzDQ2N3WrbiEIclK68o8DXnjesoJqvvdq5elt0oAb0yLabHuF4Rkz2YvfaGgeFWZ00_eCV3pPbC58FNYo22MhU-ZRvQP2g","330.00","smart",TRUE,"5.50",-122.4461454,"Galileo","2013",37.7731345,"America/Los_Angeles",TRUE,"100005885611188","fortwo",0.157225064322656
"16","50.00","https://www.getaround.com/images_server/blob/AMIfv96fYuCUTRYs_7kHg2BbgCS8vskuic5mv3w0hP-ukF1Nqfw4QjW8ntFaSl0I9kUOoL2MxJMyLVDppakXTNLULyCYUzSBs4v36jUCV7tKOt62z-V6Z6OJtaSsGZ4_KAq676DoZS9fCZUaVRnFqMoAJbjfuZP9gg","300.00","smart",FALSE,"5.00",-122.4471934,"smartcarterrific","2013",37.7711869,"America/Los_Angeles",TRUE,"100004850211187","fortwo",0.184014435443542
"17","55.00","https://www.getaround.com/images_server/blob/AMIfv96ONf4JpkIW95J43OKnm-ZX8zT4PcjvXwWVjP4_1BRfRYCoth6DGdKLC8lr7jx6RmYNowtGgZ1IVmuzJL5G9sr_KpMAYPrVt2OwER_BDWkeDv_W8JIWWHgpNg6_XAUyQXFDyOoxuZu3V5a7rGmZrDVKkp4KnQ","330.00","smart",FALSE,"5.50",-122.4474118,"smartdj1","2012",37.7711744,"America/Los_Angeles",TRUE,"100005343271185","fortwo",0.195884115788583
"18","140.00","https://www.getaround.com/images_server/blob/AMIfv96rTq8-79pSR26TIfdFNu4rh-uB4YuNlhcunq8TGquWFXDtZ7wR6R8wgIaqSfO4vpuHIqidSNKVRWiYMZ0El5IdccT01NC4gp1_onacNdOW-2sM3NqmeT0171FU5Zn9DDJqq7uPSVtXdoNawBvHpbTtc9mqwQ","840.00","ford",FALSE,"14.00",-122.440318,"DustinM","2008",37.772356,"America/Los_Angeles",TRUE,"100004911871185","ranger",0.200206751172941
"19","55.00","https://www.getaround.com/images_server/blob/AMIfv97UQRX6YARmMa2kmhWWCkVzFRaD5R7sh5yl4ZHtpntft81uLYyi6XXy0nI-t0jNK3c9BrxBKJftkclH3H3qKBKNMTY9PEc7qGLRzXp8m2teSB-cAE64SCkRgblyo7zJZxIzL8tRRj_Uqj79vEKds_IQ3x9knw","330.00","smart",FALSE,"5.50",-122.4400415,"smartdj4","2012",37.7708709,"America/Los_Angeles",TRUE,"100005339591185","fortwo",0.218408529303585
