"","document.id","array.index","equipment.id","equipment.type","equipment.name","attributes.name","attributes.value","styles.id"
"737",1,2,"200159699","WARRANTY","Warranty","Warranty Miles Limited/unlimited","L",100773231
"738",1,3,"200159699","WARRANTY","Warranty","Warranty Years Limited/unlimited","L",100773231
"739",1,4,"200159699","WARRANTY","Warranty","Warranty Maximum Years","4",100773231
"740",1,5,"200159699","WARRANTY","Warranty","Warranty Type","Roadside",100773231
"741",1,1,"200159700","WARRANTY","Warranty","Warranty Miles Limited/unlimited","U",100773231
"742",1,2,"200159700","WARRANTY","Warranty","Warranty Years Limited/unlimited","L",100773231
"743",1,3,"200159700","WARRANTY","Warranty","Warranty Maximum Years","5",100773231
"744",1,4,"200159700","WARRANTY","Warranty","Warranty Type","Rust",100773231
"745",1,1,"200159709","AUDIO_SYSTEM","Audio System","Total Number Of Speakers","7",100773231
"746",1,2,"200159709","AUDIO_SYSTEM","Audio System","Digital Audio Input","auxiliary audio input",100773231
"747",1,3,"200159709","AUDIO_SYSTEM","Audio System","Antenna Type","mast",100773231
"748",1,4,"200159709","AUDIO_SYSTEM","Audio System","Cd Player","6 CD player",100773231
"749",1,5,"200159709","AUDIO_SYSTEM","Audio System","Cd Mp3 Playback","CD MP3 Playback",100773231
"750",1,6,"200159709","AUDIO_SYSTEM","Audio System","Speed Sensitive Volume Control","speed sensitive volume control",100773231
"751",1,7,"200159709","AUDIO_SYSTEM","Audio System","Radio","AM/FM",100773231
"752",1,8,"200159709","AUDIO_SYSTEM","Audio System","Radio Data System","radio data system",100773231
"753",1,9,"200159709","AUDIO_SYSTEM","Audio System","Satellite Radio","satellite radio",100773231
"754",1,10,"200159709","AUDIO_SYSTEM","Audio System","Watts","360",100773231
"755",1,11,"200159709","AUDIO_SYSTEM","Audio System","Subwoofer","1",100773231
"756",1,12,"200159709","AUDIO_SYSTEM","Audio System","Consumer Generic Feature 0","Aux Audio Inputs",100773231
"757",1,1,"200159710","TIRES","Tires","Rear Tire Width","235",100773231
"758",1,2,"200159710","TIRES","Tires","Rear Tire Load Rating","99",100773231
"759",1,3,"200159710","TIRES","Tires","Rear Tire Prefix","P",100773231
"760",1,4,"200159710","TIRES","Tires","Tire Type","all season",100773231
"761",1,5,"200159710","TIRES","Tires","Rear Tire Diameter","18",100773231
"762",1,6,"200159710","TIRES","Tires","Rear Tire Profile","55",100773231
"763",1,7,"200159710","TIRES","Tires","Rear Tire Speed Rating","V",100773231
"764",1,1,"200159711","WHEELS","Wheels","Rim Type","alloy",100773231
"765",1,2,"200159711","WHEELS","Wheels","Rear Wheel Diameter","18",100773231
"766",1,3,"200159711","WHEELS","Wheels","Rear Wheel Width","7.5",100773231
"767",1,1,"10090554010","OTHER","Cargo Dimensions","Cargo Capacity, All Seats In Place","28.8",100905540
"768",1,1,"10090554011","OTHER","Mobile Connectivity","Phone","pre-wired for phone",100905540
"769",1,2,"10090554011","OTHER","Mobile Connectivity","Bluetooth","Bluetooth",100905540
"770",1,1,"10090554013","OTHER","Instrumentation","Electroluminescent Instrumentation","electroluminescent instrumentation",100905540
"771",1,2,"10090554013","OTHER","Instrumentation","External Temperature Gauge","external temperature display",100905540
"772",1,3,"10090554013","OTHER","Instrumentation","Boost Gauge","boost gauge",100905540
"773",1,4,"10090554013","OTHER","Instrumentation","Tire Pressure Monitoring System","tire pressure monitoring",100905540
"774",1,5,"10090554013","OTHER","Instrumentation","Low Fuel Level Indicator","low fuel level",100905540
"775",1,6,"10090554013","OTHER","Instrumentation","Tachometer","tachometer",100905540
"776",1,7,"10090554013","OTHER","Instrumentation","Trip Computer","trip computer",100905540
"777",1,8,"10090554013","OTHER","Instrumentation","Clock","clock",100905540
"778",1,1,"10090554014","OTHER","Misc. Exterior Features","Rear Spoiler","rear spoiler",100905540
"779",1,1,"10090554015","OTHER","Doors","Liftgate Window","fixed",100905540
"780",1,2,"10090554015","OTHER","Doors","Rear Door Type","liftgate",100905540
"781",1,3,"10090554015","OTHER","Doors","Number Of Doors","4",100905540
"782",1,1,"10090554016","OTHER","Exterior Lights","Front Fog Lights","front fog/driving lights",100905540
"783",1,2,"10090554016","OTHER","Exterior Lights","Daytime Running Lights","daytime running lights",100905540
"784",1,3,"10090554016","OTHER","Exterior Lights","Xenon Headlights","xenon high intensity discharge",100905540
"785",1,1,"10090554019","OTHER","Front Passenger Seat","Number Of Passenger Seat Manual Adjustments","4",100905540
"786",1,2,"10090554019","OTHER","Front Passenger Seat","Heated Passenger Seat","multi-level heating",100905540
"787",1,3,"10090554019","OTHER","Front Passenger Seat","Passenger Seat Whiplash Protection","whiplash protection system",100905540
"788",1,1,"10090554020","MIRRORS","Mirrors","Auto Dimming Rearview Mirror","electrochromatic",100905540
"789",1,2,"10090554020","MIRRORS","Mirrors","1st Row Vanity Mirrors","dual illuminated vanity mirrors",100905540
"790",1,3,"10090554020","MIRRORS","Mirrors","Side Mirror Memory","includes exterior mirrors",100905540
"791",1,4,"10090554020","MIRRORS","Mirrors","Passenger Side Mirror Adjustment","power",100905540
"792",1,5,"10090554020","MIRRORS","Mirrors","Turn Signal Side Mirrors","turn signal in mirrors",100905540
"793",1,6,"10090554020","MIRRORS","Mirrors","Exterior Mirror Adjustment","power",100905540
"794",1,7,"10090554020","MIRRORS","Mirrors","Heated Exterior Mirrors","heated",100905540
"795",1,8,"10090554020","MIRRORS","Mirrors","Reverse Tilt Side Mirrors","passenger mirror",100905540
"796",1,9,"10090554020","MIRRORS","Mirrors","Heated Passenger Side Mirror","heated",100905540
"797",1,1,"10090554021","OTHER","Steering","Power Steering","speed-proportional power steering",100905540
"798",1,1,"10090554022","OTHER","1st Row Seats","1st Row Seat Type","sport",100905540
"799",1,2,"10090554022","OTHER","1st Row Seats","Adjustable Seat Headrest","height adjustable headrests",100905540
"800",1,3,"10090554022","OTHER","1st Row Seats","1st Row Upholstery","leather",100905540
"801",1,4,"10090554022","OTHER","1st Row Seats","Number Of 1st Row Headrests","2",100905540
"802",1,5,"10090554022","OTHER","1st Row Seats","Seat Whiplash Protection","whiplash protection system",100905540
"803",1,1,"10090554023","OTHER","Interior Dimensions","2nd Row Leg Room","37.7",100905540
"804",1,2,"10090554023","OTHER","Interior Dimensions","1st Row Hip Room","54.4",100905540
"805",1,3,"10090554023","OTHER","Interior Dimensions","2nd Row Shoulder Room","56.3",100905540
"806",1,4,"10090554023","OTHER","Interior Dimensions","1st Row Leg Room","41.8",100905540
"807",1,5,"10090554023","OTHER","Interior Dimensions","1st Row Head Room","38.7",100905540
"808",1,6,"10090554023","OTHER","Interior Dimensions","2nd Row Head Room","38.3",100905540
"809",1,7,"10090554023","OTHER","Interior Dimensions","2nd Row Hip Room","53.0",100905540
"810",1,8,"10090554023","OTHER","Interior Dimensions","1st Row Shoulder Room","58.2",100905540
"811",1,1,"10090554024","OTHER","Spare Tire/Wheel","Spare Tire Mount Location","inside",100905540
"812",1,1,"10090554026","OTHER","Power Outlets","Power Outlet(s)","12V",100905540
"813",1,1,"10090554027","OTHER","Exterior Dimensions","Overall Width Without Mirrors","73.6",100905540
"814",1,2,"10090554027","OTHER","Exterior Dimensions","Wheelbase","104.3",100905540
"815",1,3,"10090554027","OTHER","Exterior Dimensions","Minimum Ground Clearance","6.3",100905540
"816",1,4,"10090554027","OTHER","Exterior Dimensions","Overall Length","180.7",100905540
"817",1,5,"10090554027","OTHER","Exterior Dimensions","Overall Height","65.2",100905540
"818",1,6,"10090554027","OTHER","Exterior Dimensions","Rear Track","62.6",100905540
"819",1,7,"10090554027","OTHER","Exterior Dimensions","Front Track","61.9",100905540
"820",1,1,"10090554028","OTHER","Windows","Privacy Glass","privacy glass",100905540
"821",1,2,"10090554028","OTHER","Windows","Speed Sensitive Front Wipers","speed sensitive",100905540
"822",1,3,"10090554028","OTHER","Windows","One Touch Windows","2",100905540
"823",1,4,"10090554028","OTHER","Windows","Power Windows","power windows",100905540
"824",1,5,"10090554028","OTHER","Windows","Rear Wiper","intermittent rear wiper",100905540
"825",1,6,"10090554028","OTHER","Windows","Intermittent Front Wipers","variable intermittent",100905540
"826",1,7,"10090554028","OTHER","Windows","Rear Defogger","rear defogger",100905540
"827",1,1,"10090554029","OTHER","Steering Wheel","Steering Wheel Adjustments","tilt and telescopic",100905540
"828",1,2,"10090554029","OTHER","Steering Wheel","Cruise Controls On Steering Wheel","cruise controls",100905540
"829",1,3,"10090554029","OTHER","Steering Wheel","Transmission Controls On Steering Wheel","gear shift controls",100905540
"830",1,4,"10090554029","OTHER","Steering Wheel","Steering Wheel Trim","leather",100905540
"831",1,5,"10090554029","OTHER","Steering Wheel","Audio Controls On Steering Wheel","audio controls",100905540
"832",1,6,"10090554029","OTHER","Steering Wheel","Phone Controls On Steering Wheel","phone controls on steering wheel",100905540
"833",1,1,"10090554032","OTHER","Storage","Cupholders Location","front and rear",100905540
"834",1,2,"10090554032","OTHER","Storage","Seatback Storage","front seatback storage",100905540
"835",1,3,"10090554032","OTHER","Storage","Door Pockets Location","front",100905540
"836",1,4,"10090554032","OTHER","Storage","Rear Area Cargo Cover","rear area cargo cover",100905540
"837",1,5,"10090554032","OTHER","Storage","Center Console","front console with storage",100905540
"838",1,1,"10090554033","OTHER","Sunroof","One Touch Power Sunroof","one-touch power sunroof",100905540
"839",1,2,"10090554033","OTHER","Sunroof","Remote Sunroof Operation","remote sunroof operation",100905540
"840",1,3,"10090554033","OTHER","Sunroof","Sunroof","power glass",100905540
"841",1,1,"10090554034","OTHER","Seating Configuration","1st Row Seating Capacity","2",100905540
"842",1,2,"10090554034","OTHER","Seating Configuration","2nd Row Seating Capacity","3",100905540
"843",1,1,"10090554035","OTHER","Air Conditioning","Front Air Conditioning Zones","dual",100905540
"844",1,2,"10090554035","OTHER","Air Conditioning","Front Air Conditioning","automatic climate control",100905540
"845",1,3,"10090554035","OTHER","Air Conditioning","Air Filtration","interior air filtration",100905540
"846",1,1,"10090554036","OTHER","Differential","Limited Slip Rear Differential","limited slip rear differential",100905540
"847",1,2,"10090554036","OTHER","Differential","Final Drive Ratio","4.53",100905540
"848",1,3,"10090554036","OTHER","Differential","Center Differential","mechanical",100905540
"849",1,4,"10090554036","OTHER","Differential","Limited Slip Center Differential","limited slip center differential",100905540
"850",1,1,"10090554038","OTHER","Seatbelts","Seatbelt Pretensioners","front",100905540
"851",1,2,"10090554038","OTHER","Seatbelts","Seatbelt Force Limiters","front",100905540
"852",1,3,"10090554038","OTHER","Seatbelts","2nd Row Center Seatbelt","3-point belt",100905540
"853",1,1,"10090554039","OTHER","Suspension","Front Suspension Classification","independent",100905540
"854",1,2,"10090554039","OTHER","Suspension","Rear Spring Type","coil springs",100905540
"855",1,3,"10090554039","OTHER","Suspension","Independent Suspension","four-wheel",100905540
"856",1,4,"10090554039","OTHER","Suspension","Rear Arm Type","trailing arms",100905540
"857",1,5,"10090554039","OTHER","Suspension","Rear Suspension Type","multi-link",100905540
"858",1,6,"10090554039","OTHER","Suspension","Front Arm Type","lower control arms",100905540
"859",1,7,"10090554039","OTHER","Suspension","Rear Suspension Classification","independent",100905540
"860",1,8,"10090554039","OTHER","Suspension","Front Stabilizer Bar","stabilizer bar",100905540
"861",1,9,"10090554039","OTHER","Suspension","Front Spring Type","coil springs",100905540
"862",1,10,"10090554039","OTHER","Suspension","Rear Stabilizer Bar","stabilizer bar",100905540
"863",1,11,"10090554039","OTHER","Suspension","Front Suspension Type","MacPherson strut",100905540
"864",1,1,"10090554040","OTHER","Specifications","Angle Of Approach","28.0",100905540
"865",1,2,"10090554040","OTHER","Specifications","Epa Combined Mpg","19",100905540
"866",1,3,"10090554040","OTHER","Specifications","Ege Highway Mpg","22",100905540
"867",1,4,"10090554040","OTHER","Specifications","Epa City Mpg","17",100905540
"868",1,5,"10090554040","OTHER","Specifications","Curb Weight","3924",100905540
"869",1,6,"10090554040","OTHER","Specifications","Turning Diameter","39.2",100905540
"870",1,7,"10090554040","OTHER","Specifications","Angle Of Departure","22.0",100905540
"871",1,8,"10090554040","OTHER","Specifications","Epa Highway Mpg","22",100905540
"872",1,9,"10090554040","OTHER","Specifications","Tco Curb Weight","3924",100905540
"873",1,10,"10090554040","OTHER","Specifications","Ege Combined Mpg","19",100905540
"874",1,11,"10090554040","OTHER","Specifications","Fuel Capacity","18.0",100905540
"875",1,12,"10090554040","OTHER","Specifications","Ege City Mpg","17",100905540
"876",1,13,"10090554040","OTHER","Specifications","Towing Capacity","1500",100905540
"877",1,1,"10090554041","OTHER","Brake System","Rear Brake Type","disc",100905540
"878",1,2,"10090554041","OTHER","Brake System","Electronic Brakeforce Distribution","electronic brakeforce distribution",100905540
"879",1,3,"10090554041","OTHER","Brake System","Front Brake Diameter","11.7",100905540
"880",1,4,"10090554041","OTHER","Brake System","Front Brake Type","ventilated disc",100905540
"881",1,5,"10090554041","OTHER","Brake System","Antilock Braking System","4-wheel ABS",100905540
"882",1,6,"10090554041","OTHER","Brake System","Braking Assist","braking assist",100905540
"883",1,7,"10090554041","OTHER","Brake System","Rear Brake Diameter","12.0",100905540
"884",1,1,"10090554042","OTHER","Trailer Towing Equipment","Tow Hooks","front",100905540
"885",1,1,"10090554043","OTHER","Drive Type","Driven Wheels","all wheel drive",100905540
"886",1,1,"10090554044","OTHER","Misc. Interior Features","Cruise Control","cruise control",100905540
"887",1,2,"10090554044","OTHER","Misc. Interior Features","Floor Mats","floor mats",100905540
"888",1,3,"10090554044","OTHER","Misc. Interior Features","Universal Remote Transmitter","universal remote transmitter",100905540
"889",1,4,"10090554044","OTHER","Misc. Interior Features","2nd Row Floor Mats","rear floor mats",100905540
"890",1,5,"10090554044","OTHER","Misc. Interior Features","Cargo Area Light","cargo area light",100905540
"891",1,6,"10090554044","OTHER","Misc. Interior Features","Reading Lights","front reading lights",100905540
"892",1,7,"10090554044","OTHER","Misc. Interior Features","Retained Accessory Power","retained accessory power",100905540
"893",1,8,"10090554044","OTHER","Misc. Interior Features","Floor Mat Material","carpet",100905540
"894",1,1,"10090554046","OTHER","Driver Seat","Driver Seat Adjustable Lumbar","power adjustable lumbar support",100905540
"895",1,2,"10090554046","OTHER","Driver Seat","Number Of Driver Seat Power Adjustments","8",100905540
"896",1,3,"10090554046","OTHER","Driver Seat","Number Of Memorized Driver Seat Settings","2",100905540
"897",1,4,"10090554046","OTHER","Driver Seat","Heated Driver Seat","multi-level heating",100905540
"898",1,1,"10090554047","OTHER","Security","Engine Immobilizer","engine immobilizer",100905540
"899",1,2,"10090554047","OTHER","Security","Power Door Locks","remote keyless power door locks",100905540
"900",1,3,"10090554047","OTHER","Security","Anti Theft Alarm System","remote anti-theft alarm system",100905540
"901",1,4,"10090554047","OTHER","Security","2 Stage Unlocking","remote 2-stage unlocking",100905540
"902",1,1,"10090554049","OTHER","Airbags","Head Airbags","front and rear",100905540
"903",1,2,"10090554049","OTHER","Airbags","Passenger Airbag Deactivation","occupant sensing deactivation",100905540
"904",1,3,"10090554049","OTHER","Airbags","Side Curtain Airbag Rollover Sensor","side-curtain airbag rollover sensor",100905540
"905",1,4,"10090554049","OTHER","Airbags","Side Airbags","dual front",100905540
"906",1,5,"10090554049","OTHER","Airbags","Passenger Airbag","Standard",100905540
"907",1,6,"10090554049","OTHER","Airbags","Depowered Airbags","Standard",100905540
"908",1,1,"10090554050","OTHER","2nd Row Seats","Folding 2nd Row","split folding",100905540
"909",1,2,"10090554050","OTHER","2nd Row Seats","2nd Row Seat Type","40-60 split bench",100905540
"910",1,3,"10090554050","OTHER","2nd Row Seats","Adjustable 2nd Row Headrests","height adjustable headrests",100905540
"911",1,4,"10090554050","OTHER","2nd Row Seats","Number Of 2nd Row Headrests","3",100905540
"912",1,5,"10090554050","OTHER","2nd Row Seats","2nd Row Center Armrest","folding with storage",100905540
"913",1,1,"200093454","WARRANTY","Warranty","Warranty Maximum Mileage","50000",100905540
"914",1,2,"200093454","WARRANTY","Warranty","Warranty Miles Limited/unlimited","L",100905540
"915",1,3,"200093454","WARRANTY","Warranty","Warranty Years Limited/unlimited","L",100905540
"916",1,4,"200093454","WARRANTY","Warranty","Warranty Maximum Years","4",100905540
"917",1,5,"200093454","WARRANTY","Warranty","Warranty Type","Basic",100905540
"918",1,1,"200093455","WARRANTY","Warranty","Warranty Maximum Mileage","70000",100905540
"919",1,2,"200093455","WARRANTY","Warranty","Warranty Miles Limited/unlimited","L",100905540
"920",1,3,"200093455","WARRANTY","Warranty","Warranty Years Limited/unlimited","L",100905540
"921",1,4,"200093455","WARRANTY","Warranty","Warranty Maximum Years","6",100905540
"922",1,5,"200093455","WARRANTY","Warranty","Warranty Type","Drivetrain",100905540
"923",1,1,"200093456","WARRANTY","Warranty","Warranty Maximum Mileage","50000",100905540
"924",1,2,"200093456","WARRANTY","Warranty","Warranty Miles Limited/unlimited","L",100905540
"925",1,3,"200093456","WARRANTY","Warranty","Warranty Years Limited/unlimited","L",100905540
"926",1,4,"200093456","WARRANTY","Warranty","Warranty Maximum Years","4",100905540
"927",1,5,"200093456","WARRANTY","Warranty","Warranty Type","Roadside",100905540
"928",1,1,"200093457","WARRANTY","Warranty","Warranty Miles Limited/unlimited","U",100905540
"929",1,2,"200093457","WARRANTY","Warranty","Warranty Years Limited/unlimited","L",100905540
"930",1,3,"200093457","WARRANTY","Warranty","Warranty Maximum Years","5",100905540
"931",1,4,"200093457","WARRANTY","Warranty","Warranty Type","Rust",100905540
"932",1,1,"200093461","AUDIO_SYSTEM","Audio System","Total Number Of Speakers","7",100905540
"933",1,2,"200093461","AUDIO_SYSTEM","Audio System","Digital Audio Input","auxiliary audio input",100905540
"934",1,3,"200093461","AUDIO_SYSTEM","Audio System","Antenna Type","mast",100905540
"935",1,4,"200093461","AUDIO_SYSTEM","Audio System","Cd Player","6 CD player",100905540
"936",1,5,"200093461","AUDIO_SYSTEM","Audio System","Cd Mp3 Playback","CD MP3 Playback",100905540
"937",1,6,"200093461","AUDIO_SYSTEM","Audio System","Speed Sensitive Volume Control","speed sensitive volume control",100905540
"938",1,7,"200093461","AUDIO_SYSTEM","Audio System","Radio Data System","radio data system",100905540
"939",1,8,"200093461","AUDIO_SYSTEM","Audio System","Radio","AM/FM",100905540
"940",1,9,"200093461","AUDIO_SYSTEM","Audio System","Satellite Radio","satellite radio",100905540
"941",1,10,"200093461","AUDIO_SYSTEM","Audio System","Watts","360",100905540
"942",1,11,"200093461","AUDIO_SYSTEM","Audio System","Subwoofer","1",100905540
"943",1,12,"200093461","AUDIO_SYSTEM","Audio System","Consumer Generic Feature 0","Aux Audio Inputs",100905540
"944",1,1,"200093462","TIRES","Tires","Rear Tire Width","235",100905540
"945",1,2,"200093462","TIRES","Tires","Rear Tire Load Rating","99",100905540
"946",1,3,"200093462","TIRES","Tires","Rear Tire Prefix","P",100905540
"947",1,4,"200093462","TIRES","Tires","Tire Type","all season",100905540
"948",1,5,"200093462","TIRES","Tires","Rear Tire Diameter","18",100905540
"949",1,6,"200093462","TIRES","Tires","Rear Tire Profile","55",100905540
"950",1,7,"200093462","TIRES","Tires","Rear Tire Speed Rating","V",100905540
"951",1,1,"200093463","WHEELS","Wheels","Rim Type","alloy",100905540
"952",1,2,"200093463","WHEELS","Wheels","Rear Wheel Diameter","18",100905540
"953",1,3,"200093463","WHEELS","Wheels","Rear Wheel Width","7.5",100905540
"954",1,1,"10141382430","OTHER","Cargo Dimensions","Cargo Capacity, All Seats In Place","14.9",101413824
"955",1,2,"10141382430","OTHER","Cargo Dimensions","Max Cargo Capacity","14.9",101413824
"956",1,1,"10141382431","OTHER","Mobile Connectivity","Phone","pre-wired for phone",101413824
"957",1,2,"10141382431","OTHER","Mobile Connectivity","Satellite Communications","AcuraLink Next Generation",101413824
"958",1,3,"10141382431","OTHER","Mobile Connectivity","Bluetooth","Bluetooth",101413824
"959",1,1,"10141382434","OTHER","Instrumentation","External Temperature Gauge","external temperature display",101413824
"960",1,2,"10141382434","OTHER","Instrumentation","Compass","compass",101413824
"961",1,3,"10141382434","OTHER","Instrumentation","Tire Pressure Monitoring System","tire pressure monitoring",101413824
"962",1,4,"10141382434","OTHER","Instrumentation","Low Fuel Level Indicator","low fuel level",101413824
"963",1,5,"10141382434","OTHER","Instrumentation","Tachometer","tachometer",101413824
"964",1,6,"10141382434","OTHER","Instrumentation","Trip Computer","trip computer",101413824
"965",1,7,"10141382434","OTHER","Instrumentation","Clock","clock",101413824
"966",1,1,"10141382435","OTHER","Misc. Exterior Features","Exterior Camera","rear view camera",101413824
"967",1,1,"10141382436","OTHER","Doors","Number Of Doors","4",101413824
"968",1,1,"10141382437","OTHER","Exterior Lights","Exterior Entry Lights","exterior entry lighting",101413824
"969",1,2,"10141382437","OTHER","Exterior Lights","Headlights Auto Delay","auto delay off",101413824
"970",1,3,"10141382437","OTHER","Exterior Lights","Daytime Running Lights","daytime running lights",101413824
"971",1,4,"10141382437","OTHER","Exterior Lights","Xenon Headlights","LED",101413824
"972",1,5,"10141382437","OTHER","Exterior Lights","Headlights Dusk Sensor","dusk sensing",101413824
"973",1,1,"10141382440","OTHER","Front Passenger Seat","Height Adjustable Passenger Seat","height adjustable",101413824
"974",1,2,"10141382440","OTHER","Front Passenger Seat","Heated Passenger Seat","multi-level heating",101413824
"975",1,3,"10141382440","OTHER","Front Passenger Seat","Number Of Passenger Seat Power Adjustments","8",101413824
"976",1,4,"10141382440","OTHER","Front Passenger Seat","Adjustable Passenger Seat Headrest","height adjustable headrests",101413824
"977",1,5,"10141382440","OTHER","Front Passenger Seat","Passenger Seat Adjustable Lumbar","power adjustable lumbar support",101413824
"978",1,1,"10141382441","MIRRORS","Mirrors","Auto Dimming Rearview Mirror","electrochromatic",101413824
"979",1,2,"10141382441","MIRRORS","Mirrors","1st Row Vanity Mirrors","dual illuminated vanity mirrors",101413824
"980",1,3,"10141382441","MIRRORS","Mirrors","Passenger Side Mirror Adjustment","power",101413824
"981",1,4,"10141382441","MIRRORS","Mirrors","Exterior Mirror Adjustment","power",101413824
"982",1,5,"10141382441","MIRRORS","Mirrors","Heated Exterior Mirrors","heated",101413824
"983",1,6,"10141382441","MIRRORS","Mirrors","Reverse Tilt Side Mirrors","dual mirrors",101413824
"984",1,7,"10141382441","MIRRORS","Mirrors","Heated Passenger Side Mirror","heated",101413824
"985",1,1,"10141382442","OTHER","Steering","Power Steering","electric speed-proportional power steering",101413824
"986",1,2,"10141382442","OTHER","Steering","4 Wheel Steering","4-wheel steering",101413824
"987",1,1,"10141382443","OTHER","1st Row Seats","1st Row Seat Type","bucket",101413824
"988",1,2,"10141382443","OTHER","1st Row Seats","Adjustable Seat Headrest","height adjustable headrests",101413824
"989",1,3,"10141382443","OTHER","1st Row Seats","1st Row Upholstery","leather",101413824
"990",1,1,"10141382444","OTHER","Interior Dimensions","2nd Row Leg Room","38.8",101413824
"991",1,2,"10141382444","OTHER","Interior Dimensions","1st Row Hip Room","55.9",101413824
"992",1,3,"10141382444","OTHER","Interior Dimensions","2nd Row Shoulder Room","57.0",101413824
"993",1,4,"10141382444","OTHER","Interior Dimensions","1st Row Leg Room","42.3",101413824
"994",1,5,"10141382444","OTHER","Interior Dimensions","1st Row Head Room","37.6",101413824
"995",1,6,"10141382444","OTHER","Interior Dimensions","2nd Row Head Room","36.9",101413824
"996",1,7,"10141382444","OTHER","Interior Dimensions","2nd Row Hip Room","54.5",101413824
"997",1,8,"10141382444","OTHER","Interior Dimensions","Epa Interior Volume","117.0",101413824
"998",1,9,"10141382444","OTHER","Interior Dimensions","1st Row Shoulder Room","59.6",101413824
"999",1,1,"10141382445","OTHER","Spare Tire/Wheel","Tire Repair Kit","tire repair kit",101413824
"1000",1,1,"10141382446","OTHER","Trunk","Emergency Trunk Release","interior trunk release",101413824
"1001",1,2,"10141382446","OTHER","Trunk","Remote Trunk Release","remote trunk release",101413824
"1002",1,1,"10141382448","OTHER","Power Outlets","Power Outlet(s)","12V",101413824
"1003",1,1,"10141382449","OTHER","Exterior Dimensions","Overall Width Without Mirrors","74.4",101413824
"1004",1,2,"10141382449","OTHER","Exterior Dimensions","Wheelbase","112.2",101413824
"1005",1,3,"10141382449","OTHER","Exterior Dimensions","Minimum Ground Clearance","3.8",101413824
"1006",1,4,"10141382449","OTHER","Exterior Dimensions","Overall Length","196.1",101413824
"1007",1,5,"10141382449","OTHER","Exterior Dimensions","Overall Height","57.7",101413824
"1008",1,6,"10141382449","OTHER","Exterior Dimensions","Rear Track","64.2",101413824
"1009",1,7,"10141382449","OTHER","Exterior Dimensions","Maximum Ground Clearance","4.5",101413824
"1010",1,8,"10141382449","OTHER","Exterior Dimensions","Front Track","64.3",101413824
"1011",1,1,"10141382450","OTHER","Windows","One Touch Windows","4",101413824
"1012",1,2,"10141382450","OTHER","Windows","Power Windows","power windows",101413824
"1013",1,3,"10141382450","OTHER","Windows","Intermittent Front Wipers","variable intermittent",101413824
"1014",1,4,"10141382450","OTHER","Windows","Rear Defogger","rear defogger",101413824
"1015",1,1,"10141382451","OTHER","Steering Wheel","Steering Wheel Adjustments","tilt and telescopic",101413824
"1016",1,2,"10141382451","OTHER","Steering Wheel","Cruise Controls On Steering Wheel","cruise controls",101413824
"1017",1,3,"10141382451","OTHER","Steering Wheel","Transmission Controls On Steering Wheel","gear shift controls",101413824
"1018",1,4,"10141382451","OTHER","Steering Wheel","Steering Wheel Trim","leather",101413824
"1019",1,5,"10141382451","OTHER","Steering Wheel","Audio Controls On Steering Wheel","audio controls",101413824
"1020",1,6,"10141382451","OTHER","Steering Wheel","Phone Controls On Steering Wheel","phone controls on steering wheel",101413824
"1021",1,1,"10141382454","OTHER","Storage","Cupholders Location","front and rear",101413824
"1022",1,2,"10141382454","OTHER","Storage","Seatback Storage","front seatback storage",101413824
"1023",1,3,"10141382454","OTHER","Storage","Door Pockets Location","front and rear",101413824
"1024",1,4,"10141382454","OTHER","Storage","Overhead Console","overhead console with storage",101413824
"1025",1,5,"10141382454","OTHER","Storage","Center Console","front console with storage",101413824
"1026",1,1,"10141382455","OTHER","Sunroof","One Touch Power Sunroof","one-touch power sunroof",101413824
"1027",1,2,"10141382455","OTHER","Sunroof","Sunroof","power glass",101413824
"1028",1,1,"10141382456","OTHER","Seating Configuration","1st Row Seating Capacity","2",101413824
"1029",1,2,"10141382456","OTHER","Seating Configuration","2nd Row Seating Capacity","3",101413824
"1030",1,1,"10141382457","OTHER","Air Conditioning","Front Air Conditioning Zones","dual",101413824
"1031",1,2,"10141382457","OTHER","Air Conditioning","Front Air Conditioning","automatic climate control",101413824
"1032",1,3,"10141382457","OTHER","Air Conditioning","Rear Heat","rear ventilation ducts",101413824
"1033",1,4,"10141382457","OTHER","Air Conditioning","Rear Air Conditioning","automatic climate control",101413824
"1034",1,5,"10141382457","OTHER","Air Conditioning","Rear Air Conditioning Zones","single",101413824
"1035",1,6,"10141382457","OTHER","Air Conditioning","Air Filtration","interior air filtration",101413824
"1036",1,1,"10141382458","OTHER","Differential","Final Drive Ratio","4.3",101413824
"1037",1,1,"10141382460","OTHER","Seatbelts","Seatbelt Pretensioners","front",101413824
"1038",1,2,"10141382460","OTHER","Seatbelts","Seatbelt Force Limiters","front",101413824
"1039",1,3,"10141382460","OTHER","Seatbelts","2nd Row Center Seatbelt","3-point belt",101413824
"1040",1,1,"10141382461","OTHER","Suspension","Front Suspension Classification","independent",101413824
"1041",1,2,"10141382461","OTHER","Suspension","Rear Spring Type","coil springs",101413824
"1042",1,3,"10141382461","OTHER","Suspension","Independent Suspension","four-wheel",101413824
"1043",1,4,"10141382461","OTHER","Suspension","Rear Arm Type","trailing links, lateral links",101413824
"1044",1,5,"10141382461","OTHER","Suspension","Rear Suspension Type","multi-link",101413824
"1045",1,6,"10141382461","OTHER","Suspension","Rear Suspension Classification","independent",101413824
