"","styles.id","styles.name","styles.trim","styles.make.id","styles.make.name","styles.make.niceName","styles.model.id","styles.model.name","styles.model.niceName","styles.year.id","styles.year.year","styles.submodel.body","styles.submodel.tuner","styles.submodel.modelName","styles.submodel.niceName","styles.submodel.fuel","stylesCount","cars.make","cars.model","cars.year","cars.api"
"1",100822978,"Si 4dr Sedan w/Navi (2.0L 4cyl 6M)","Si",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan","Si","Civic Si","si",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"2",100804561,"EX 4dr Sedan w/Navigation System (1.8L 4cyl 5A)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Sedan","sedan",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"3",100804552,"EX 2dr Coupe w/Navigation System (1.8L 4cyl 5M)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe",NA,"Civic Coupe","coupe",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"4",100804551,"EX 2dr Coupe (1.8L 4cyl 5A)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe",NA,"Civic Coupe","coupe",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"5",100804550,"EX 2dr Coupe (1.8L 4cyl 5M)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe",NA,"Civic Coupe","coupe",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"6",100814261,"GX 4dr Sedan (1.8L 4cyl 5A)","GX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Natural Gas","natural-gas","Natural Gas",27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"7",100804549,"LX 2dr Coupe (1.8L 4cyl 5A)","LX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe",NA,"Civic Coupe","coupe",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"8",100822999,"Si 4dr Sedan w/Navi, Summer Tires (2.0L 4cyl 6M)","Si",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan","Si","Civic Si","si",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"9",100804548,"LX 2dr Coupe (1.8L 4cyl 5M)","LX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe",NA,"Civic Coupe","coupe",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"10",100809857,"Si 2dr Coupe w/Navi (2.0L 4cyl 6M)","Si",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe","Si","Civic Si","si",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"11",100804547,"DX 2dr Coupe (1.8L 4cyl 5A)","DX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe",NA,"Civic Coupe","coupe",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"12",100809858,"Si 2dr Coupe w/Navi, Summer Tires (2.0L 4cyl 6M)","Si",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe","Si","Civic Si","si",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"13",100804546,"DX 2dr Coupe (1.8L 4cyl 5M)","DX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe",NA,"Civic Coupe","coupe",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"14",100804560,"EX 4dr Sedan w/Navigation System (1.8L 4cyl 5M)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Sedan","sedan",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"15",100804559,"EX 4dr Sedan (1.8L 4cyl 5A)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Sedan","sedan",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"16",100804558,"EX 4dr Sedan (1.8L 4cyl 5M)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Sedan","sedan",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"17",100804557,"LX 4dr Sedan (1.8L 4cyl 5A)","LX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Sedan","sedan",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"18",100804556,"LX 4dr Sedan (1.8L 4cyl 5M)","LX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Sedan","sedan",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"19",100804555,"DX 4dr Sedan (1.8L 4cyl 5A)","DX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Sedan","sedan",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"20",100804554,"DX 4dr Sedan (1.8L 4cyl 5M)","DX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Sedan","sedan",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"21",100804553,"EX 2dr Coupe w/Navigation System (1.8L 4cyl 5A)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe",NA,"Civic Coupe","coupe",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"22",100809856,"Si 2dr Coupe w/Summer Tires (2.0L 4cyl 6M)","Si",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe","Si","Civic Si","si",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"23",100809855,"Si 2dr Coupe (2.0L 4cyl 6M)","Si",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Coupe","Si","Civic Si","si",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"24",100822958,"Si 4dr Sedan (2.0L 4cyl 6M)","Si",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan","Si","Civic Si","si",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"25",100822959,"Si 4dr Sedan w/Summer Tires (2.0L 4cyl 6M)","Si",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan","Si","Civic Si","si",NA,27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"26",100825608,"Hybrid 4dr Sedan w/Navi (1.3L 4cyl gas/electric hybrid CVT)","Hybrid",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Hybrid","hybrid","Hybrid",27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"27",100825607,"Hybrid 4dr Sedan (1.3L 4cyl gas/electric hybrid CVT)","Hybrid",200001444,"Honda","honda","Honda_Civic","Civic","civic",100507585,2007,"Sedan",NA,"Civic Hybrid","hybrid","Hybrid",27,"honda","civic","2007","https://api.edmunds.com/api/vehicle/v2/honda/civic/2007/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"28",200431827,"2dr Regular Cab 6.1 ft. SB (2.7L 4cyl 5M)","Base",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Regular Cab",NA,"Tacoma Regular Cab","regular-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"29",200431828,"2dr Regular Cab 6.1 ft. SB (2.7L 4cyl 4A)","Base",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Regular Cab",NA,"Tacoma Regular Cab","regular-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"30",200438853,"V6 4dr Double Cab 4WD 6.1 ft. SB (4.0L 6cyl 5A)","V6",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Double Cab",NA,"Tacoma Double Cab","double-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"31",200431831,"4dr Access Cab 6.1 ft. SB (2.7L 4cyl 4A)","Base",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Access Cab",NA,"Tacoma Access Cab","access-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"32",200431829,"4dr Double Cab 5.0 ft. SB (2.7L 4cyl 4A)","Base",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Double Cab",NA,"Tacoma Double Cab","double-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"33",200431830,"4dr Access Cab 6.1 ft. SB (2.7L 4cyl 5M)","Base",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Access Cab",NA,"Tacoma Access Cab","access-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"34",200431847,"V6 4dr Access Cab 4WD 6.1 ft. SB (4.0L 6cyl 5A)","V6",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Access Cab",NA,"Tacoma Access Cab","access-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"35",200431835,"PreRunner V6 4dr Double Cab 5.0 ft. SB (4.0L 6cyl 5A)","PreRunner V6",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Double Cab",NA,"Tacoma Double Cab","double-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"36",200431836,"PreRunner V6 4dr Double Cab 6.1 ft. SB (4.0L 6cyl 5A)","PreRunner V6",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Double Cab",NA,"Tacoma Double Cab","double-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"37",200431845,"V6 4dr Access Cab 4WD 6.1 ft. SB (4.0L 6cyl 6M)","V6",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Access Cab",NA,"Tacoma Access Cab","access-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"38",200431833,"PreRunner V6 4dr Access Cab 6.1 ft. SB (4.0L 6cyl 5A)","PreRunner V6",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Access Cab",NA,"Tacoma Access Cab","access-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"39",200431843,"4dr Access Cab 4WD 6.1 ft. SB (2.7L 4cyl 5M)","Base",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Access Cab",NA,"Tacoma Access Cab","access-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"40",200431839,"2dr Regular Cab 4WD 6.1 ft. SB (2.7L 4cyl 4A)","Base",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Regular Cab",NA,"Tacoma Regular Cab","regular-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"41",200431840,"V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 6M)","V6",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Double Cab",NA,"Tacoma Double Cab","double-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"42",200431841,"V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A)","V6",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Double Cab",NA,"Tacoma Double Cab","double-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"43",200431837,"X-Runner V6 4dr Access Cab 6.1 ft. SB (4.0L 6cyl 6M)","X-Runner V6",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Access Cab",NA,"Tacoma Access Cab","access-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"44",200431838,"2dr Regular Cab 4WD 6.1 ft. SB (2.7L 4cyl 5M)","Base",200003381,"Toyota","toyota","Toyota_Tacoma","Tacoma","tacoma",200431825,2013,"Regular Cab",NA,"Tacoma Regular Cab","regular-cab",NA,20,"toyota","tacoma","2013","https://api.edmunds.com/api/vehicle/v2/toyota/tacoma/2013/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
